text,label
"USER USER Ustad dulu mondok di mana sih? Kok kerjaanya ngetweet, bikin status nyinyir terus. Tweeter punya kafir lo Stad.'",1
"USER Kukira cuma Prabowo paling lucu ngelawak lwat novel fiksi ""ghost fleet"".. Kamu lbih lucu,Zul...tpi jg palimg bego.\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1
RT USER: USER Samlekom Lu ga tidur? Lgi dngerin lgu Abis mandi gua Dari acara temen Tidur lu ken Ntar sakit Wkwkkwkwkwkwkq K\xe2\x80\xa6',0
USER Klo onta kmna ya',0
USER USER USER USER USER Takut? Jaman rezim suharto yang represif aja saya berani koq.',0
USER Sama ak asing g.',0
"RT USER: Niatnya pengen tidur tapi adek malah asik mainin kontol gede koko, kalo dimaini jadi ngaceng kan, keenakan kontol koko dek,\xe2\x80\xa6'",0
"USER USER Bisa tetap melangkah tetapi ke arah yang lain, dimana buta warna tidak menjadi penghambat. Jawaban Pak s Menteri dan Pak Presiden sudah pas dan bijak.'",0
"6. Presiden juga mengingatkan soal regulasi yang menghambat pelaksanaan berusaha, baik di Kementerian, di tingkat provinsi, di tingkat kabupaten, di tingkat kota. Presiden minta sekali lagi untuk dipangkas sebanyak-banyaknya dan disederhanakan.#ratas",0
"USER USER USER USER USER lae, udh makan bawang putih hasil impor dr aseng by gabener?'",0
ASMA DEWI Untuk Jegal Pelantikan ANIES-SANDI,1
"mager padahal mantul banget anjir gsnya ada naif, ari lasso, padi, jaz, ran, fourtwnty, hivi, danilla. \xf0\x9f\x98\xa5 ))'",0
USER peluklah aku yang membawa bom takjil \xf0\x9f\x98\x8a',0
Semut Kaiju Nakal Saya mau tanya Apakah kamu di dalam tanah tidak kegelapan? Semut Kaiju Nakal Saya mau tanya Apakah kamu di dalam tanah tidak takut setan?',0
"USER woy sat, budek ya lo'",1
RT USER: Asli punya USER Mw mnta video/foto kontol gua lgi? Ini nmor WA gua +6289637850869 Tonton bgian terakhirnya b\xe2\x80\xa6',0
RT USER: Tante Gak Tahan Dietot Kontol Gede URL,0
USER USER USER USER USER USER USER USER USER Sastra e karl mark. PENTOLAN komunis rusia.',0
Ujaran Kebencian melalui perangkat Digital sudah terjadi sejak Zaman SBY kl SBY cukup mengklarifikasi info sesat kl Skrg main Tangkap..,1
USER Cebong mana ngerti',1
CERITA &amp; LAGU - SI RAJA MONYET (BAGIAN PERTAMA) URL,0
USER USER Cebong makin kepanasan jadi makin ngawur. \xf0\x9f\x98\x95\xf0\x9f\x98\x95',1
tas berisi bom yang ditemuin semalem deket kosan ternyata cuma tas isi alat kesehatan. bikin geger yang belom balik aja :( berisik banget kemaren mobil polisi',0
RT USER USER USER kalau prabowo yg presiden tanpa istri bisa-bisa Indonesia hancur,1
USER Pembiakan kumpulan maki hamun dan buli dalam twitter Awak suka ke banyak anjing liar berkeliaran dan banyak lagi kawan2 awak menyertai #BangsaAnjing Ini adalah Anjing &gt;&gt;&gt; \xf0\x9f\x90\xbc\xf0\x9f\x90\xbc\xf0\x9f\x90\xbc',0
Rihanna ternyata ngga diet lah u siapa kampang ngomongin kalori',1
RT USER kalau jokowi ga bs diingatkan... mundur aja jendral.. bantai doi th 2019 lewat pemilihan presiden,1
"RT USER: USER Lansung tag partainya... Ga berani ya, berarti kau BANCI....'",1
JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. URL,1
USER Gubernur yg terpilih sekarang.akan hancur dgn perbuatannya.lihat saja nanti.ahok no 1.,1
Tidak secara otomatis harus memilih wakil gubernur... Karena gubernurnya saja tidak memilih wakilnya... #BaGusS #KhofifahEmilJatimSatu,0
USER Dasar gila.',1
"Alquran, petunjuk untuk orang2 muttaqien, bukan untuk memaki-maki orang-orang yang jelas ingkar (kafir dan musyrik).",0
"USER Lah abang kelas nih di etnis, tahun 2007 dah ga gitu bang, yang kristen aman di kelas'",0
Kita melarang ajaran komunisme namun disisi lain pemerintah membukakan pintu masuk nya wisatawan komunis besar-besaran ke negeri ini,1
USER najis mesum mulu',0
seruannya ga rasioanal bubarkan PKI ganyang PKI emang ini tahun jebot ga sadar ini era terbuka,1
RT USER Benamkan 2018 dan 2019 !! Rezim anti Islam !!!,1
bikin rusuh negara supaya perusahaan tambang asing bisa masuk,1
"yang genting tahta nya si USER Takut di lengserkan, maka nya dia bungkam semuah ormas dan buat aturan PT 20%...,,",1
"2 Jembatan ambruk ruginya milyaran, dan nyawa, belum termasuk kerugian ekonomi dari pendistribusian barang, kerugian bisnis transportasi, dan efek lainnya, itu baru satu yang ambruk..towewew",0
"Buku &gt; Syekh Yusuf : Seorang Ulama, Sufi dan Pejuang.; ; Oleh: Abu Hamid. ; Tahun 2005. ; 402 Halaman. ; Harga 100.000. Minat?",0
USER USER Apan jir?dahak?KWKWKW TOLOL',1
"USER USER pki,itu kan gaya pkiklau ada jambret pasti di pukul sampai mati,di kota padang aja jambret mati di pukul . USER pki ini tolol menfitnah nya kok jambret tak di pukul sampai mati, menimal sampai rumah sakit, . klau menjadi",1
"""Cinta itu buta, bisu dan lumpuh. Karena kamu udah bawa separuh jiwa aku"" -'",0
"USER Model kek gitu.. Lama2, bisa tersingkirlah masyarakat dan pemerintah disana.. Tetiba, udah direbut saja wilayah kita.. Canggih metodenya, lebih canggih lagi (kalo beneran ada) , di biarin rezim ini \xf0\x9f\x98\x81 \xf0\x9f\x91\x99\xf0\x9",0
"Hampir banyak orang yang mengenali bahwa Gus Mus adalah seorang ulama yang selama ini wejangan-wejangannya selalu menyejukkan: dia selalu menyerukan Islam yang damai, islam yang Rahmatan lil â??alamin. #PercayaGanjarYasin",0
"USER Bohay tuh bokong nya , doggy stile enak'",0
"Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali: ada pembangunan infrastruktur, KIP, KIS, Sertifikat tanah, perhutanan sosial, BBM 1 harga, padat karya,",0
USER USER brisik ini jablay nya jos',0
Tidak melanggar undang-undang apapun,0
Harga minyak dunia WTI udah 71 dan Brent udah 81 asumsi pemerintah 48 ... Direksi pertamina udah ganti berkali kali di pemerintahan Jokowi ... kasihan perusahaan ini ... buat maenan politikus kacrut ...',1
Alfaatihah..,0
#8stmenfess to USER Aqu sayank qmu. Kapan kita ngewe? Fr : USER',0
USER Cupu anjir lu',1
"Indons : Alhamdulillah ya Allah udah nyelamatin anak2 Thailand Thai : ??? yg nyelamatin kita manusia2 kapir. Bukan Tuhan lu, kontol!'",1
Guru Besar Fakultas Ilmu Sosial dan Politik (FISIP) Universitas Padjajaran Profesor Obsatar Sinaga memberikan pandangannya terhadap program yang diusung oleh pasangan Calon Gubernur dan Wakil Gubernur Jawa Barat nomor urut 2 HASANAH; #KitaHasanah; #Hasana,0
RT USER USER USER USER Begitulah manusia2 rakus kekuasaan. Segala cara dihalalkan ogah milih nya,1
"USER USER Psti g brni nongol krn udah kthuan belangnya, klopun ada...psti kata2 ""cebong"" yg mrk kluarin, krn mrk khbisan kata n g tau mau ngomong apa. Sukses bt KPK'",1
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0
"USER USER Strategi kotor PKS... Cebong manapun udh apal, njing...'",1
"""teko o rek!"" mksdnya bukan arek, tapi perek'",0
"Dalam kehidupan Ibnu Ummi Maktum dikenal sbg orang yang amat mencintai Allah serta Rasul-Nya. Dalam suatu riwayat, ia pernah tinggal di rumah seorang wanita Yahudi yg baik hati namun sayang, mulutnya tak pernah henti untuk menghina orang yg dicintai oleh",0
USER kalo aku: bodo amat-in atau ngelakuin hal2 yg disuka buat nge-distract dari pikiran2 begitu',0
Jangan Ragu ganyang PKI segera,1
USER Berdoa saja suatu saat keluarga anda tidak mengalami musibah di bom.. saya ingin melihat reaksi anda saat itu',0
"Mulutmu bau tai babi,pembela orba ARAB PRIBUMI SPT USER MEMALUKAN!HIH BNYK BACOT DICULIK LOE SM PRESIDEN BUBAR'2030! URL",1
USER Mau pilkada/pemilu yg jelas,0
Kamu bilang Gue Bangsat?.. Matamu Ambleg kuwi.. Otaknya dipake.. Baca pelan lalu ditafsirkan Maksud Gue Apa.. Ndasmu Amoh Kuwi mbangsat\xc2\xb2 ne wong liyo Katon Goblok mu.. Durung Pinter Medsosan Ngablak ndisiti.. URL,1
Senpai senpai yang ada celeng mana ya mau cari duit',0
USER Pokonya Pulangin ke Solo..kalo gak mau Ceburin ke Habitat nya aja di Kolam Butek..; #2019gantipresiden; #2019presidenbaru; #AsalbukanJokowi,1
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ooo PKS dan FPI isl,0
"USER USER Aduh Dr Adian Smp Curut Bongsay , masi menggoreng Yg hoax BASIIII \xf0\x9f\x98\x82 iiih Dungu kaga keluar keluar \xf0\x9f\x98\x82'",1
"apa itu komunis ? secara sederhana = memaksakan kehendak , byk aturan.. contoh : memaksa pake e-money komunis bgt ! Rezim komunis",1
Ade Armando Dipolisikan soal Postingan 'Azan Tidak Suci',0
Mereka mendukung dan mendoakan agar pasangan HDMY terpilih dalam Pilkada 17 Juni 2018 mendatang. Warga percaya dengan pengalaman HDMY sukses 10 tahun memimpin OKUT dan Ogan Ilir mampu membawa Sumsel lebih maju dan lebih sejahtera.,0
"Setiap yg bathil dan jahat wajib di lawan/diperangi walau dari ras apapun, china arab indo bulai yahudi. Maka dari itu tidak ada kekhususan maklum utk elite quraisy bila memang menjadi jahil dan batil. Adil'",0
and harini baru tahu rupanya keturunan aku ada mix cina huhuhuhu \xf0\x9f\x98\x82',0
"Jual beli tanpa ada ijab dan qabul yang biasa kita buat tu disebut jual beli al-Mu'athoh. Disisi Mazhab Syafie tak sah sebenarnya. Tapi ada beberapa ulama Mazhab Syafie seperti al-Nawawi, al-Baghawi etc kata sah. Pandangan mereka inilah yang dipakai sekara",0
"USER Gaweanne wong kenthir; Awal jabatan aja keliatan; Tdk menjaga keamanan mantan presiden malah membingungkan dg statementny apalagi rakyat,akan makin tambah disengsarakan",1
"USER Boleh gak ya, aku ikut naboki orang bloon ini?'",1
"Fiksi, fakta, realita, fiktif, apapun istilah narasi Indonesia, tetap sj bhw kebenaran AlQuran itu lebih benar drpd 1+1=2.; Kebenaran itu telah ditantang oleh Allah utk menirunya, walau 1 surat. ; Tak mampu membuat? ; Walau ajak semua ahli? ; Maka beriman",0
bebal...,0
USER Berubah total dari anti aseng asing menjadi cinta aseng asing .................',0
USER USER USER USER USER USER USER USER USER USER USER USER Keluargaku yg Katholik ajaa paham.. dia gak paham kan lucu kak\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0
"Pengalamannya di Birokrat, Membuat Masyarakat Yakin Memilih Syamsuar Sebagai Gubernur Riau",0
"Fakta keterlibatan Laskar Hitam terlihat di Mauk, dengan menyelenggarakan sunat paksa terhadap semua lelaki Tionghoa di Mauk, Selapajang, dll.'",0
USER USER WKWKWKWKWKKW GEBLEK IH KZL',0
"Saya pribumi, Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia2 bodoh dan goblok seperti Steven Hadisurya Sulistyo.",1
"USER USER yg salah itu mereka menulis TERDAKWA PENISTA AGAMA,coba klo ditulis BAGINDA YANG MULIA pasti ga masalah..cuih..",1
Saya tambah mengerti setelah membacanya sampai selesai dan mengambil hikmah dan pikiran positifnya yg rationalð???; ; PERJUANGAN MORAL JOKOWI....; ; Wakil Presiden Jusuf Kalla (JK) dalam sambutan acara Simposium Ekonomi di...,0
USER OH YANG KEK GITU:( KALAU NOONA ANAK JALANAN KM ANAK GEMBEL YA?',0
"Sesama umat saling bermusuhan , antar umat diprovokasi, antar agama dibenturkan, smua hanya krn beda pilihan dan beda sikap politik. Waras ?",0
"Gak tahu malu ya.. gunakan uang rakyat untuk ""menyuap"" rakyat, demi elektabilitas.; #2019GantiPresiden",1
USER USER Politik itu SADIS dan KEJAM karena suka mengancam kalo tdk dituruti. \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86',0
RT USER: Jangan Lupa USER Adalah Pendukung Penista Agama (ahok) URL,1
Ning teras lantai 2 sebelah kamarmu. Saksi bisu hubungan mu karo aku.',0
USER USER replyan gue ga dibalas mulu dasar onta cebong',1
USER 11 GB raib dicuri oleh providernya sendiri USER kan kampret',1
"USER hallo bu dokter, yg ada persekusi muslim di papua, persekusi trhadap UAS di bali, FH di Manado, Mayoritas modal thd minoritas uang di nkri.. bukan mayoritas muslimmepersekusi minoritas cina , kristen dll.'",0
USER Emng anjg itu org sarap . Pusing gua liatny',1
Gerindra dan PKS Teken 'Letter of Agreement' terkait Cawapres Prabowo - kumparan USER,0
USER sarap emang:(',1
"Sebelumnya, Presiden Joko Widodo mengetahui ada 34 proyek pembangkit listrik yang mangkrak.",0
"Bukan termasuk umatku orang yg tak menghormati orang tua,tidak menyayangi anak2 dan tidak memuliakan alim ulama.(HR Ahmad, Thabrani, Hakim)",0
USER Ngewe trus krj qm.sekali2 donk ma kita2.hehe',0
bodo amat mentab gua gak terselamatkan',0
Apa layak mempercayai kepengurusan negara kepada pemerintah yg bahkan tak mampu menemukan dokumen penting negara? URL,1
"Apakah dgn pendapat keagamaan ini, ulama kt di MUI anti kebhinekaan atau ada yg menuduh utk mnghalangi si penista jd gubernur? #TahanPenista",1
3. Ya. Aku seorang katolik sejak kecil. Tidak ada alasannya. Mungkin karena orangtua.',0
USER Mampus dah bangkrut bandar',1
Isu pki terus di hembuskan grup grup pendukung prabowo,1
Edan emang goollnya fabiano!!',0
"Agama jalan hidup benar, bukan nyembah2 Allah SWT dikira Tuhan benar, padahal dungu & biadab",1
USER Aseng baik banget huhuhu \xe2\x9d\xa4',0
RT USER Ahok Taik. \ MENFITNAH\ . Emang lu tukang caci maki perempuannn!! Asuuu AhokPastiTumbang DebatFinalPilkadaJKT,1
"USER Makanya itu, tapi aku asal jawab aja masih. Bloon ya. : "" ('",0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0
Mau tanya? Mengapa Islam bisa damai tentram di negara negara komunis namun kok tidak bisa sebaliknya?',0
USER Kga cape tuh kntl',0
"Buta greetings, gimana dong? Hehe'",0
USER Cuma rezim ini org kaya dia berani tampil di layar kaca. Mohon segera ambil tindakan USER USER,1
Jatim anti berita Hoax Pilkada Damai,0
"USER USER USER USER USER USER USER USER USER USER USER USER USER USER emang cebong kalau gak fitnah, gak makan kenyang, dan kalau gak curang ya gak menang..'",1
Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh.... Nagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan \xe2\x80\x93 VIVA URL,0
USER Untung aku kunti.g',0
USER USER Yang kuat makan isyu sara justru Gerindra yang tidak sanggup menerima kenyataan. Wajar kalau isu sara hilang karena Gerindra lah Pencipta sekaligus pemamah isu sara. Politik bejat',1
"Ini pasti salah Jokowi, Ahok dan kafir-kafir ateis. URL",1
"USER USER wes lemu, ireng, kafir sisan asu'",1
FIFA siasat isu `suara monyet' aksi Perancis-Russia URL,0
USER Aksi bela cina #1 Nio amstir',0
Siapa Pasangan Calon Gubernur dan Wakil Gubernur pilihan anda dalam Debat Terbuka Pilgub Jateng 2018 malam ini?,0
"USER ga ngerti lu ngetik apa, iyain aja daripada makin bego gua wkwk'",0
Para pendukung rejim 2 periode mulai sering viralin ceramah dan wawancaranya TGB...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0
USER Bangke \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1
USER USER USER USER USER USER USER USER USER USER Yg dua ini cocok dikatain SONTOLOYO\xf0\x9f\x98\x81\xf0\x9f\x98\x81 EMANG BOM KAMPUNG GA BISA KASI MATI ORANG.',1
"Kunjungi Pangandaran, Kapolda: Pelaksanaan Pilkada di Jabar Aman",0
"Pada akhirnya, dia menganut agama Buddha, namun, dia banyak tahu tentang ajaran agama Islam, Kristen, Hindu, dan Konghucu. Like her parents, dia meyakini bahwa semua agama di dunia ini adalah benar, tidak ada yg baik dan buruk, tidak ada ajaran agama yg",0
"USER USER USER Teroris adalah orang yg melakukan \'teror\', teror adalah tindakan mengancam, mengintimidasi, melakukan tindakan kekerasan utk menakut2i dan membahayakan orang lain. Saya kangen ""tweet""an bung USER soal ""anak",0
USER Siapa lagi pemilihnya kalau bukan cebong',1
"Kreatifitas masyarakat Desa Berdaya USER itu tiada batas, dan mampu meningkatkan prekonomian serta menghidupkan roda ekonomi mikro di desa.; salam berdaya dari Desa Sengon,Prambanan.; #SharingHappiness",0
Pertumbuhan Ekonomi Indonesia Kuartal-I 2018,0
"Moga ini ada tindak lanjutnya!; ; Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.; #Perhaps USER;",1
USER Tapi perdebatan spt ini memang tidak dapat dihindari. Sejarah gereja pun mencatat perpecahan pertama dalam gereja terjadi waktu konsili yerusalem karena hal ini: Apakah tradisi yahudi merupakan bagian dari ajaran kristiani atau tidak?',0
"USER BILA AKU DGR GO GO EN PART JK YG DIA SEBUT ""MADE"" TU AKU SUKA GILA HAHAHAHAH'",0
"USER NDER GUA AJA 80KG DI LIATIN SEMUA ORG KALAU DI MALL MALAHAN MIKIR ""ADUH GUA CAKEP AMAT SI AMPE DI LIATIN WQWQWQWQ"" SANS AJA NDER GAK USAH MASUKIN KE HATI, BADAN KITA SELAMA MAKAN SEHAT DAM BERGIZIAH SANTAI AJA, GENDUT / KURUS SEORANG PEREM",0
USER Hussss.. mimin ga takut didemo bersilit-silit oleh alumni togel? \xf0\x9f\x98\x80',0
najis beut main ml kalah mulu temen nya buta map semua atas jebol malah push bawah\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x91\x8c',0
"FPI RENOVASI MASJID ITU SANGAT TEPAT, AHOK KAFIR KRISTEN NGAPAIN NGURUSI MASJID2 APA HUBUNGANNYA.....",1
"USER USER USER Pria Isis make burka untuk menghindar dan lari dr peperangan dan surga yg d janjikan lo diam membisu &amp; dr mana lo tau dia pria?tidak punya tv ye?nggak nonton wawancara wanita pemelihara hewan anjing itu? Lo bukan gembel warnet kan?silahkan buka youtube deh,biar lo dgar suaranya'",0
"Menakutkan: pembicaraan mengenai calon presiden RI hanya seputar bagaimana cara menang pemilihan presiden, bukan mengenai siapa yang memiliki program pembangunan terbaik. #Pilpres2019",0
"USER Wadaauuuwwww.. Woii kalem woii,sabar sabar nunggu setahun maning.. Gegara si sifit keparat yg kebal hukum,emosi rakyat jadi tak trkendali..jejangan ini bagian dr strategi mrk.'",1
"Sosok pemimpin yang sederhana, ta'dzim kpd ulama, Gus ipul memikul sang guru ke tempat peristirahatannya yg terakhir. ; ; #pilihgusipulmbakputi; #GustiTopMarkotob; #GustiBangkalan ; ; USER; USER; USER; USER; USER ; @",0
USER Yg pilih cebong otak IQ 200 sekolam',1
"USER \xe2\x80\x94berbincang dengan gadis itu. Pandangan matanya sempat terhenti pada seorang pemuda bermata sipit yang juga sedang tersenyum manis sampai matanya hilang pada gadis itu, membuat Ai sedikit gugup lalu memalingkan tatapan wajahnya.\",0
USER Babi betul lah dia ni haihhh',1
"dengan senang hati. Si cewek tadi dilepasin dan si mbaknya naik ke angkutan umum itu. Jadilah di mbaknya di gang bang sama para rapist kunyuk itu. Setelah selesai, si mbaknya balik ke mobilnya. Sebelum ngegas pergi, dia bilang ke para rapist itu.'",1
USER Gak krungu bocoran aseng milan arep rekrut pemain argentina ta mbah (emanuel de porras) \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0
"USER USER ya gih aja makan tuh hindu nusantara, agama kita ini rahmatan lil alamin, bukan agama bumi tapi agama langit. tapi kalo islam nusantara mau sama dengan mereka, ya monggo, supaya lebih sesat sekalian!!'",1
USER brengsek lu gua tak mau di sontot sama sofil',1
tolak hoax dan sukseskan pilkada damai di kota kediri:,0
"Dalam sambutannya, Ketua DPD Golkar Lumajang Sudjatmiko menyampaikan bahwa keputusan partai yang menetapkan Kofifah indar Parawansa sebagai calon gubernur dan Emil Elestianto Dardak sebagai calon wakil gubernur Jatim dari Partai Golkar sudah bulat. #Khofif",0
Dalam berita #JPolling,0
Beliau memiliki kriteria yg pas untuk jadi Presiden RI 2019 - 2024,0
Apa media ini antek komunis? waspadaPKI URL,1
"USER Saya sudah tau ini, ini Sarah ini pasukan nasi bungkus, yang mana yang ada dana. Pernah coba nantangin mau samperin saya, saya tunggu ehh ""NGEBLOCK""'",0
USER USER USER USER Hahah... ada pepatah mengatakan jangan ladeni orang dungu berdebat. Gw aminin aja deh.',0
19 april CNN kibarkan bendera kuning atas kematian ahok-djarot....,1
Pengusaha china ;: jk reklamasi pulau G Dibatalkan . Jokowi akan kami lengserkan,1
"Kenapa ya orang Indonesia ini disuruh tertib susah banget? Salah satu contohnya adalah tertib untuk tidak naik ke KRL sebelum penumpang yang mau turun selesai semua. Saking seringnya nemu orang-orang brengsek kayak gitu di stasiun, saya sampai kepikiran untuk nyiapin kata makian.'",0
"USER USER USER USER Maklum cebong, daya ingatnya separo...'",1
USER aku bom sampe 200 nih',0
"35 Kreasi Kreatif Kertas dan Koran Bekas ï¿½ï¿½ï¿½ Lynde Sitepu | | Rp70.000,00 #bukugpu",0
"What do you think? Aku emang gak bisa berkomentar banyak, karena ini di negara lain, yang mana, Agama Islam, agama yang minoritas di Jerman ð??? Tapi entah kenapa hatiku sedih denger larangan ini diterapin di jerman ð??¥ USER",0
"RT USER: Prestasi Ahok, Selain mjadi mafia koruptor n penista agama, dirinya bhasil tenggelamkan JKT MELALUI congoran CEBON",1
USER Intinya PKS mesti salah. Walau benerpun harus salah... Itu otak cebong. Makanya kita ttp #2019GantiPresiden',1
RT USER: Liburan emang paling enak ngentot. Drpd gak ngapa ngapain mending enak enak sama gw. Buat yg mau booking DM aja. Anyway g\xe2\x80\xa6',0
Keberpihakan pada aseng tentunya . Gak terbantahkan',0
JOKOWI Mendingan Anda Sadar Diri Aja Turun Jabatan Dari Pada di Lengserkan Oleh Rakyat MALU !! FPI Gak Akan Mati !!,1
USER Jgn bodoh. Jijik fak',0
USER Iseng yg berbahaya. Sama iseng yg teriak bom di bandara.. RJ diancam hukuman di atas 5 tahun.',0
"RT USER: meluat betul aku dengan orang kedai yang sombong. gaji kau pun sebab customer. so muka, perangai, jaga. itu pun nak kena\xe2\x80\xa6'",1
USER Cocok itu prabowo ke Myanmar naik kuda.,1
RT USER USER jaman sby korupsi besar-besaran .. proyek mangkrak ..,1
Kok bs pake buruh Cina? Kan rakyat sendiri bnyak pngangguran.Dasar rejim kodok!,1
"Diduga Sediakan PSK, Warung Kopi di Kabupaten Tangerang Ditutup\xc2\xa0Polisi URL URL",0
Berak lu',1
USER Tai sih fadlizone',1
Mnet tuh emg bangsad',1
43) Program18: Melindungi sepenuhnya seluruh produk warisan budaya / ekspresi budaya tradisional dan hak cipta para seniman. USER #Asyikm3nang #Asyikm3nang,0
USER tolong si ini onta nyanyi mulu minta disemprot baygon',1
"USER Saya tiba2 langsung stroke, wekekkeke ini mah cuma orang picek aja yg gak tau'",1
USER gua stress pengen un bukannya makin alim malah makin bejad',0
"USER Emang jablay kan, ga modal, ga mau usaha'",1
"USER T- tapi, dia ini mencurigakan. Bahkan aku berpikir kalau dia bukan Antek antek papapresident, melainkan sebenarnya dia adalah Agent beras.'",0
Chelsea sampah sarap',1
Nama: Indra J Piliang Status: Terperiksa Kasus: Penggunaan Narkotika (diduga) Mendukung Anies-Sandi,1
USER USER Tokoh islam = prabowo Partai islam = gerindra Kntl',1
"ya gua intinya ga nyesel dah pokoknya join di 8angsat, biar pun memb nya pada bego semua kadang wkwk.g'",0
Tim seniman yang di pimpin oleh USER mencoba untuk membuat konsep jaket yang dapat mewakili ragam budaya Indonesia.; ; Pada bagian depan mnggambarkan peta Indonesia yang menggunakan nuansa Merah Putih.; Yang bermaknakan negara kita Indonesia memil,0
"Huawei memperkirakan bahwa pada tahun 2025, sebanyak 86 persen perusahaan yang beroperasi secara global akan mengadopsi kecerdasan buatan (AI)",0
Duta besar myanmar aja ga berani mereka usir..harusnya besok hbs sholat ..gruduk kedutaannya.. budha indonesia gagu semua,1
USER Eyang jangan diam diam nahan eek',0
"Sinergitas Dalam Penangulangi Terorisme, BNPT Datangi Polda Bali; ; Dalam rangka menyukseskan Pilkada serentak 2018 dan tahapan Pemilu 2019 di wilayah Provinsi Bali, Badan Nasional Penanggulangan Terorisme (BNPT) datangi...",0
"Ikuti USER untuk mengetahui informasi terkini mengenai ekonomi, keuangan, perbankan, investasi, saham di Indonesia dan dunia hari ini",0
USER USER USER Cuihhhhhhh najis',1
"Haiii gaess ð???; ; Mari kita mengulas,; Hari ini kunjungan Presiden Jokowi siang ini (17/April/2018) ; ke Bandara Kertajati Majalengka.; ; #haturnuhunjokowi #2019TetapJokowi",0
"Ulama adalah mereka yg memiliki kedalaman ilmu, yg melihat dan menyikapi masyarakatnya dengan kasih sayang.; ; Mari muliakan mereka..",0
Kenapa ya gue punya kakak laki mulutnya lemes banget kek banci yg lagi marah. Mentolo tak guak cangkem e.',1
Bawaslu: Kolaka Tertinggi Pelanggaran ASN Dalam Pilkada,0
"Heran sama xl, lancar terus sinyalnya sklinya buka ml lgsg lag bajingan :( &lt;&gt;'",1
USER USER sih uda pasti memakai rohingya untuk serang USER,1
2. \xe2\x80\x9csayaaaaang\xe2\x80\x9d \xe2\x80\x9ckamu dimana?\xe2\x80\x9d \xe2\x80\x9cby\xe2\x80\x9d 123456789x \xe2\x80\x9cudah makan?\xe2\x80\x9d \xe2\x80\x9caku takut diajak minum\xe2\x80\x9d \xe2\x80\x9csebatang boleh?\xe2\x80\x9d \xe2\x80\x,0
"USER USER USER USER Cebong kalau ketahuan tololnya gini, lari dr kenyataan.\xf0\x9f\xa4\xa3'",1
"Mungkin TGB bermaksud baik dgn dukung Jokowi, tp jgn lupa kasus fiktiF TGB dimaki2 di bandara Singapura oleh WNI Tionghoa (tokoh fiktif).'",0
USER yaelah namanya juga orang sakit mental yg otaknya udah pindah ke silit. wajar aja kalo denial.',0
"Puisi ""Kau Ini Bagaimana atau Aku Harus Bagaimana"" karya USER lahir masa Orde Baru. Menyuarakan suara orang-orang yang tertindas. Jadi bagian gerakan Reformasi yang mengakhiri Orde Baru.",0
Menyerang Islam mestilah dilakukan oleh orang Islam. Ini berlaku sekian lama orang Islam yang menyerang Islam akan dipelihara oleh Kafir sepertimana Salman Rushdie lelaki Islam yang disimpan di UK sehingga diangkat dengan tinggi oleh negara bukan Islam.,0
SBY ERA: Kemana duit negara proyek mangkrak semua..,1
USER USER Sama skali ga malu yg malu tuh udh so jd OKB tpi nihil prestasi malah kena denda lagi malu bgd dasr CINA bloon ky gtu tuh ....',1
Ibaratnya sekarang gaya hidup dan budaya asli mereka telah hilang dan benar-benar kehilangan jati dirinya.,0
Festival Pesona Tambora Angkat Eksotisme Alam dan Budaya Dompu dan Bima #WonderfulIndonesia,0
"Anda mengejek Islam, yang mengajarkan di luar Islam salah, agar Islam tampak benar, padahal apa yg benar dari Islam",1
"Dengan Komunisme-nya Cina besar, Dengan Kapitalisme-nya US besar Dengan Pancasila, Indonesia begini-begini aja bro",1
PKS Sepakat untuk Setujui Pilkada Dikembalikan ke DPRD,0
USER Kasur mana enak kunyuk',0
Dengan kekuatan islam kita robohkan rezim pendukung anti-islam.,1
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER RBA dpt latihan kubus,0
